IMDB_ID,AMPERE_TITLE,COUNTRY,PLATFORM,PLATFORM_TYPE,ORIGINAL_FLAG,ORIGINAL_PLATFORM,PARENT_DISTRIBUTOR,MONTH_YEAR
tt27214365,Trunk: Locked In,Ecuador,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt26926267,Mother of the Bride,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt29429860,Son of Sardaar 2,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt11304740,Wish,Mexico,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt27410895,Let Go,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt34058121,The Lost Children,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31050594,Mercy,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt41367695,Propeller: One-Way Night Coach,Brazil,Apple TV,svod,Apple TV Exclusive,Apple TV,Independent / Other,2026-06-01
tt28349451,The Shadow Strays,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27613895,Goat,Peru,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt27902121,Super/man: the Christopher Reeve Story,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt14371878,Lift,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14463514,Love at First Kiss,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32369229,Blood Brothers: Fury of the Dragon,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt15428134,Dunki,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt9603208,Mission: Impossible - The Final Reckoning,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt19838634,Ulajh,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt38123566,With Love,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt19121700,You Do You,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt29613587,Mast Mein Rehne Ka,Peru,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt32434379,My Fault: London,Ecuador,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt28856462,Agak Laen,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt17163970,Wallace & Gromit: Vengeance Most Fowl,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14564000,Guntur Karam,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt13097932,One Life,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt31314296,The Woman in the Yard,Brazil,Amazon Prime Video,svod,Not An Original,,NBCUniversal,2026-06-01
tt21222462,The Good Mother,Brazil,Globoplay,svod,Not An Original,,Independent / Other,2026-06-01
tt31457736,Kingdom 4,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt7038762,Best. Christmas. Ever!,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15507512,The Piano Lesson,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt29623480,The Wild Robot,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt16277242,Society of the Snow,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt22687790,A Haunting in Venice,Mexico,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt14923260,Chupa,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt20316978,Elton John: Never Too Late,Brazil,Disney+,svod,Disney+ Exclusive,Disney+,Independent / Other,2026-06-01
tt30988739,Black Bag,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt29603959,Novocaine,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt29383191,Maareesan,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt31852716,Apollo 13: Survival,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt7181546,Ballerina,Mexico,Amazon Prime Video,svod,Not An Original,,Warner Bros. Discovery,2026-06-01
tt32308418,How to Rob a Bank,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27986457,She Rides Shotgun,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt26439764,Kantara a Legend Chapter - 1 (english),Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt15387182,Akhanda 2,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt15789472,Nowhere,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt33888131,Aap Jaisa Koi,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt4978342,My Oxford Year,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt17490712,Mortal Kombat II,Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt15789472,Nowhere,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt20198716,"Love, Divided",Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32080876,Dragon,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt10545296,The Hunger Games: the Ballad of Songbirds & Snakes,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt32441275,The Accidental Twins,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt35219851,My Secret Santa,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt23898856,Sentinelle,Chile,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt15009428,Argylle,Chile,Apple TV,svod,Apple TV Exclusive,Apple TV,Independent / Other,2026-06-01
tt13086266,Concrete Utopia,Brazil,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt22898462,The Conjuring: Last Rites,Brazil,HBO Max,svod,Not An Original,,Warner Bros. Discovery,2026-06-01
tt21957774,Irish Wish,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt34059852,Jack in Time for Christmas,Peru,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt32550101,Straw,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt23063732,Saving Bikini Bottom: The Sandy Cheeks Movie,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt1001520,The Last Voyage of the Demeter,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt10245072,Salem's Lot,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt10078772,Flight Risk,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt13186482,Mufasa: The Lion King,Chile,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt20969586,Thunderbolts*,Brazil,Disney+,svod,Not An Original,,Disney,2026-06-01
tt15891388,Miss Shetty Mr Polishetty,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt14570440,Radical,Colombia,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt14181714,The Bluff,Chile,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt11724920,Dead Sea,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt11315808,Joker: Folie À Deux,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt14636214,Sweethearts,Argentina,HBO Max,svod,HBO Max Original,HBO Max,Independent / Other,2026-06-01
tt27028399,Murder Mubarak,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt28366647,Freestyle,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32643830,The Elixir,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14181714,The Bluff,Argentina,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt32063098,Ballad of a Small Player,Brazil,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt31868785,An American Bombing: the Road to April 19th,Mexico,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt0498396,The Twits,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt19887550,Good Grief,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt16424988,Your Lucky Day,Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt28865980,American Symphony,Brazil,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt16951452,Anna Nicole Smith: You Don't Know Me,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32176689,My Hero Academia: You're Next,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt28996126,Nobody 2,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt20256448,Force of Nature: the Dry 2,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt13650742,Suncoast,Argentina,Disney+,svod,Hulu Exclusive,Hulu,Independent / Other,2026-06-01
tt27828085,Familia,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt8864596,Transformers One,Mexico,Paramount+,svod,Not An Original,,Independent / Other,2026-06-01
tt27987407,Cash,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt30796448,The Greatest Night in Pop,Chile,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt30796448,The Greatest Night in Pop,Ecuador,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt8036976,Send Help,Brazil,Disney+,svod,Not An Original,,Disney,2026-06-01
tt36876775,Husbands in Action,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt30988739,Black Bag,Brazil,Amazon Prime Video,svod,Not An Original,,NBCUniversal,2026-06-01
tt8337264,Chicken Run: Dawn of the Nugget,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt16437278,The Strays,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt30895834,Giannis: The Marvelous Journey,Brazil,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt33022710,Ocean with David Attenborough,Brazil,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt29623480,The Wild Robot,Mexico,HBO Max,svod,Not An Original,,NBCUniversal,2026-06-01
tt24082438,20 Days in Mariupol,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt18069420,Smurfs,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt5761544,Kandahar,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt30144839,One Battle After Another,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt26067432,Will,Colombia,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt28078628,Soul on Fire,Peru,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt30852384,All of You,Mexico,Apple TV,svod,Apple TV Exclusive,Apple TV,Independent / Other,2026-06-01
tt20194882,Lonely Planet,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14230458,Poor Things,Argentina,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt39792948,Louis Theroux: Inside the Manosphere,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt9471678,Ultraman: Rising,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt30445556,The Pickup,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt27396895,"Disco, Ibiza, Locomía",Brazil,Netflix,svod,Not An Original,,Netflix,2026-06-01
tt15326988,Ghosted,Venezuela,Apple TV,svod,Apple TV Original,Apple TV,Independent / Other,2026-06-01
tt30144381,Nutcrackers,Brazil,Disney+,svod,Hulu Exclusive,Hulu,Independent / Other,2026-06-01
tt26547790,Home for Rent,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt31852278,Subedaar,Chile,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt23063732,Saving Bikini Bottom: The Sandy Cheeks Movie,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt26548265,Maharaja,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt32359447,Hot Frosty,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31888477,Downton Abbey: The Grand Finale,Brazil,Amazon Prime Video,svod,Not An Original,,NBCUniversal,2026-06-01
tt29242846,The Children's Train,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt9362930,Blue Beetle,Brazil,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt31227221,Non Negotiable,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt6436620,White Men Can't Jump,Argentina,Disney+,svod,Hulu Original,Hulu,Independent / Other,2026-06-01
tt28547912,Sheriff: Narko Integriti,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt16227342,Mr. & Mrs. Mahi,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt22488414,Royalteen: Princess Margrethe,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt16227342,Mr. & Mrs. Mahi,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt33100314,Remarkably Bright Creatures,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt21991654,Sympathy for the Devil,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt22016156,The Abyss,Peru,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt38123566,With Love,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt34434461,Tell Me Softly,Argentina,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt28290216,Mark Cavendish: Never Enough,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt7737224,Turtles All the Way Down,Argentina,HBO Max,svod,HBO Max Original,HBO Max,Independent / Other,2026-06-01
tt35766629,Goodbye June,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt20221690,Woody Woodpecker Goes to Camp,Mexico,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt12037194,Furiosa: a Mad Max Saga,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt23849204,12th Fail,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt12226632,Big George Foreman,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt32129938,The Marked Woman,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt38504137,Babo: The Haftbefehl Story,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32245870,Happy Patel: Khatarnak Jasoos,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt10171472,Goodrich,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt35882698,The Twister: Caught in the Storm,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt28756876,Einstein and the Bomb,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt21454134,The Bikeriders,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt39049192,Even if This Love Disappears from the World Tonight,Chile,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt28810493,The Devil on Trial,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt21815562,The Alto Knights,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt24852002,10 Days of a Bad Man,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt13927994,Salaar,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt21955520,Peter Pan's Neverland Nightmare,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt28349451,The Shadow Strays,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt2965408,Perdido En La Montaña,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt31457736,Kingdom 4,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt16436848,Chhorii 2,Argentina,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt1661236,The Movie Teller,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt14824600,The Lord of the Rings: The War of the Rohirrim,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt27843798,Jewel Thief: The Heist Begins,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15281402,Waltair Veerayya,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt16431404,Apex,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27911000,Terrifier 3,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt38681832,Colors of Evil: Black,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31513578,Death Whisperer 2,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt31796256,In Her Place,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt11210390,Astérix et Obélix : L'Empire du Milieu,Mexico,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt20048582,Canary Black,Brazil,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt26625693,The Order,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt24079806,The Champion,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt20234774,Wicked Little Letters,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt13885428,Anweshippin Kandethum,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt31316096,Hack Your Health: The Secrets of Your Gut,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt8452344,Sitting In Bars With Cake,Argentina,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt33440748,Per Aspera Ad Astra,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt32743167,Carved,Chile,Disney+,svod,Hulu Original,Hulu,Independent / Other,2026-06-01
tt21087084,Happy Ending,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt17079606,Dead Talents Society,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt14227048,Family Switch,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt29439114,The Room Next Door,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt12037194,Furiosa: a Mad Max Saga,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt4627382,Roofman,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt13885428,Anweshippin Kandethum,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt30150769,The Best You Can,Peru,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt14633464,Desperation Road,Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt26675491,Bro,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt27714581,Sentimental Value,Colombia,MUBI,svod,Not An Original,,Independent / Other,2026-06-01
tt14142060,Rental Family,Mexico,Disney+,svod,Not An Original,,Disney,2026-06-01
